epoch,loss,mae,val_loss,val_mae
0,0.2879074343036411,0.24229248,0.02690185821634166,0.08411139
1,0.020902481276717167,0.04094693,0.019069163227567867,0.029948592
2,0.01960938826873746,0.02696594,0.01809404206519224,0.012547825
3,0.018149514379768285,0.014409272,0.018130546245647937,0.015646191
4,0.01795442381793736,0.012921429,0.018386774601376787,0.0219148
5,0.01791881384034708,0.014254547,0.01775444273133667,0.012403769
6,0.0177592962584125,0.012947121,0.017653361639502096,0.01187056
7,0.017818795437096087,0.015444318,0.01856158520190083,0.028303178
8,0.01768914927825606,0.014236692,0.017507393125976836,0.0115889115
9,0.01757410542700432,0.013389473,0.01747829768882722,0.0118759135
10,0.017471091330417094,0.012736321,0.017535793697651552,0.014067637
11,0.01753853344889872,0.014960794,0.018019261309991076,0.024207152
12,0.017506728786784692,0.015578181,0.01767745181461986,0.01904975
13,0.017355513292343826,0.013769369,0.017258503660559654,0.012185568
14,0.017261749270594925,0.013074314,0.017231051753066023,0.0133024175
15,0.017221708383967298,0.013366391,0.017109003161289254,0.011950975
16,0.017302763036972174,0.015502809,0.017058639418409797,0.011943716
17,0.017099048904236597,0.012887472,0.01709716113246217,0.013517321
18,0.017108978543636258,0.013906542,0.017064641750588708,0.013737338
19,0.0170068593242478,0.012962948,0.01704388061652378,0.014101801
20,0.016922074052027156,0.012211895,0.016864780929623818,0.011752911
21,0.01693686094432155,0.013409067,0.016822075144368776,0.011867988
22,0.016871733575724142,0.012941153,0.01676037728938521,0.011368566
23,0.016831085996241415,0.0129691735,0.01681949815579823,0.013331603
24,0.016741791218214484,0.012227707,0.016674935977373805,0.011287138
25,0.016711945769306586,0.0123587,0.01676286603419148,0.013811704
26,0.01667759693960958,0.012518643,0.016758508736989936,0.013999458
27,0.016638359378695733,0.012542936,0.016629450882271843,0.012327712
28,0.016595083054589347,0.012334613,0.01662177667782015,0.013463858
29,0.016598615383992165,0.013169098,0.016472876338022097,0.011271979
30,0.01651847650866445,0.01244911,0.01644608428587719,0.011654304
31,0.016499253264142692,0.012781203,0.016413897002229887,0.011822547
32,0.016441639048068314,0.012493446,0.016379090847105395,0.011758688
33,0.01644538202016388,0.013231673,0.01632961003603984,0.011135835
34,0.0164302118305414,0.013483122,0.016428217443884636,0.014048276
35,0.016358001062414154,0.012837838,0.016262182844232538,0.011212411
36,0.016274641109878057,0.011926595,0.016278590398783585,0.01266898
37,0.016269887174748206,0.012452591,0.01619693291734676,0.011280433
38,0.016245640981904324,0.012562893,0.016185268797740644,0.011450141
39,0.01617419788640579,0.0118784765,0.0161220981074231,0.011095314
40,0.016154735191041464,0.012211073,0.016096666318421462,0.011344447
41,0.016118290736997054,0.012189735,0.01605598746361781,0.01121332
42,0.016079047950011333,0.011952229,0.016042275863642597,0.011399815
43,0.016100739507892137,0.0130918715,0.01600735004307056,0.011442142
