epoch,loss,mae,val_loss,val_mae
0,0.6965881868860027,0.5043627,0.02716620743779813,0.07609973
1,0.027630108632613865,0.058218494,0.018863030283127802,0.011899613
2,0.018703732433161698,0.010113312,0.018440484647023477,0.004446245
3,0.01837273090888021,0.004552083,0.018253743105520637,0.0036130727
4,0.01825580159820991,0.0056981593,0.018142458834385467,0.00687741
5,0.01814380506454089,0.0065755085,0.01797477424271026,0.0016616518
6,0.017927840401085793,0.002274216,0.017949272376500954,0.0054852073
7,0.017854031024339016,0.0033634736,0.017766780166302697,0.0021219912
8,0.017731338067245545,0.0023745787,0.01773368589327497,0.005245209
9,0.01765810658693048,0.0045612003,0.017573340609669686,0.0020792135
10,0.017543726165193178,0.0022084527,0.017499897850014396,0.0017275882
11,0.017465321370049587,0.0024741075,0.017408801728891116,0.0028483162
12,0.017384097197950456,0.0022300598,0.01749609382980961,0.0060720886
13,0.017313986622877267,0.0025877538,0.017254683444813148,0.0016329208
14,0.01724815580181776,0.0022371882,0.017187417386952092,0.0028477544
15,0.017561341507581357,0.013323524,0.01716905479966584,0.005850142
16,0.01711455518761351,0.0021742785,0.017055555931844955,0.001698561
17,0.01704337970735009,0.0021144808,0.017047463711035455,0.0032105162
18,0.016972761086026744,0.0017723499,0.016936324580998745,0.0028848762
19,0.016925405074370386,0.0026418176,0.016876523884928833,0.002963584
20,0.01687977581028535,0.0034300108,0.016829271620865595,0.002059931
21,0.01681962558721704,0.0028370717,0.016755060902086356,0.0013751198
22,0.016762151652316433,0.0033231915,0.01670711077118324,0.0014025914
23,0.016691781408852312,0.0018199327,0.016653848079554105,0.0016386854
24,0.016644923993418156,0.0022275653,0.016606189051674585,0.0019472807
25,0.016663657583974773,0.0053727627,0.016627882048487662,0.008772614
26,0.01663997062175321,0.0071283937,0.016808441388657537,0.0071518775
27,0.016533203000755125,0.0034864119,0.01645323008425155,0.0018658501
28,0.016454441600596417,0.0024652472,0.0164746773066157,0.00797167
29,0.016799055740104388,0.013140305,0.01663190315840608,0.015105755
30,0.016420088041391095,0.0044439007,0.01632307553190296,0.0015419805
31,0.016313547509297574,0.0017889531,0.016308356669999784,0.005611464
32,0.016278614722408956,0.0031755806,0.01623095601670823,0.0021522287
33,0.01622657762174962,0.0017245344,0.016186741120734458,0.0018326371
34,0.01618180361820922,0.0014214478,0.016167378293003066,0.002295917
35,0.016140693483541687,0.0020283218,0.016106814209182384,0.0017129199
36,0.016110487204385876,0.0026013243,0.01606660447383331,0.0025473833
37,0.016061309887152826,0.0019997845,0.016019630810971987,0.0012536541
38,0.016027256804517415,0.0020632925,0.015983325703921965,0.0015681328
39,0.01597663968195773,0.0015593749,0.015948957375298112,0.0015142482
40,0.01594300810789333,0.001625353,0.015904483426425416,0.0013199366
41,0.01589943686149488,0.0012347415,0.01591227987181332,0.002675077
42,0.015872663481236518,0.0021956137,0.01584070968931004,0.0032616297
43,0.015837737137890245,0.0023332587,0.01579746812329454,0.0014071045
44,0.015793266976016945,0.0014723521,0.015762520884558307,0.0010507554
45,0.015755946619657162,0.0016358496,0.0157820159979796,0.0033385328
46,0.015725263707360323,0.0015136861,0.01570775819531942,0.002429824
47,0.015695885212064373,0.0018858603,0.015655207823393708,0.0012157247
48,0.015658051798183796,0.0019547758,0.015649895698337232,0.0050798943
49,0.015642510474398748,0.0024416745,0.01570410055061013,0.0039204205
50,0.015615149121197753,0.0031371766,0.015563428629252871,0.0030385545
51,0.015561744092715138,0.0025984352,0.015523377976427643,0.0012055248
52,0.015524329504540229,0.001574157,0.015508406034718125,0.0024861905
53,0.01550329987072775,0.0019810274,0.015466705251927093,0.0015203544
54,0.015457528400743142,0.0015223627,0.01544582568172176,0.004368241
