epoch,loss,mae,val_loss,val_mae
0,0.4290148501723747,0.5057557,0.18749405396237614,0.30485892
1,0.061356023739693726,0.14991641,0.02625505133119439,0.06812588
2,0.022804568652423002,0.05306353,0.020821973449236836,0.04235249
3,0.021253616659990645,0.043834414,0.019433237360271596,0.032302734
4,0.019894400988262412,0.034394406,0.018578106868488403,0.023721278
5,0.01854445927430016,0.023849318,0.01833074738516099,0.021516742
6,0.01807402607601282,0.019978652,0.01792123110900665,0.020094259
7,0.017778026818713582,0.017352752,0.017607834970761356,0.01414601
8,0.01766366722261755,0.018231742,0.01746840006733605,0.015008565
9,0.01745466542562206,0.017031936,0.017280066069660198,0.013924734
10,0.017290812622723545,0.016741283,0.017120348497118496,0.012835933
11,0.017153311421672108,0.016600644,0.017158334190396477,0.016222473
12,0.017004556215293235,0.016056992,0.0169409610755959,0.015463521
13,0.01707930278332925,0.02014269,0.017204018616036015,0.023047063
14,0.01684538735645617,0.017825633,0.016722372523076654,0.01715133
15,0.016632802168518326,0.015541004,0.016559981911465408,0.014810364
16,0.016609092030478414,0.017367285,0.016523498611954544,0.016993903
17,0.016438285633673767,0.015703581,0.01648212235608689,0.019954266
18,0.01634277718876571,0.015838357,0.016217394922155917,0.012203553
19,0.016247104847195222,0.015741976,0.016140737054518742,0.014261886
20,0.016105159407039125,0.0145602655,0.01609926684623688,0.015985886
21,0.016335792295481075,0.019474443,0.016035254763078627,0.016811656
22,0.016015299501087137,0.016926525,0.01605876869168775,0.020566197
23,0.016048072374420252,0.019033065,0.015813646343998632,0.01626484
24,0.015885209115699222,0.017760001,0.0158171051969895,0.018998766
25,0.016015397726185744,0.020591406,0.015603528740946747,0.012376359
26,0.015606376911926808,0.015379844,0.015585335589135042,0.017236052
27,0.015561194203704774,0.016298084,0.015420456567596377,0.01416074
28,0.015377966392133447,0.013371084,0.015352555661800686,0.012710179
29,0.015401710526855366,0.016240047,0.015567759812787295,0.021306086
30,0.01540491205633321,0.01793267,0.015267354609143354,0.016508337
31,0.015242363243839064,0.01590326,0.015222089409591032,0.015513229
32,0.015228946632516638,0.016734906,0.015263407471384705,0.020368902
33,0.015062202928750141,0.015292603,0.014956254257625388,0.012887463
34,0.014954338383725185,0.01380588,0.014907786733809296,0.012551858
35,0.014880660798026376,0.013733341,0.014933426076403031,0.01642437
36,0.014812927100750422,0.013802659,0.014900661436766782,0.0147157665
37,0.014957448654744281,0.018001735,0.014700390060064173,0.012335837
38,0.014684327674815239,0.013818997,0.014841899591984736,0.018286029
39,0.014642817673415283,0.014546764,0.01463076917192743,0.016449278
40,0.014569669106822766,0.014342894,0.01449674254268487,0.013678516
41,0.014464643545305023,0.012884991,0.014406385624025323,0.0111788465
42,0.014379549207672706,0.011732636,0.014323482425779658,0.010896679
43,0.014328069830621907,0.01223836,0.014306736951916223,0.011861744
44,0.01431256727236791,0.013583084,0.014270854113371523,0.01434449
45,0.014216219774600433,0.012457651,0.014318099176259192,0.015877213
46,0.014128814833096203,0.011217884,0.014078456750361925,0.010434957
47,0.014084932661391622,0.011415526,0.014054155209415472,0.012629587
48,0.014005997381157584,0.0109445695,0.014080881096659826,0.014561787
49,0.014052170416165492,0.014267856,0.01394361520645552,0.0125101125
50,0.013887073334705529,0.010651559,0.0138384051724715,0.009412126
51,0.013849947376006934,0.011347362,0.013776163153093436,0.009205962
52,0.013778192642394575,0.010633589,0.013764701988696261,0.010505608
53,0.013761905261767125,0.011810983,0.013737019013109511,0.010874786
54,0.013688279634325487,0.010736231,0.013660722602386058,0.011784054
55,0.013712533763272122,0.013547306,0.013602315527275798,0.011155926
56,0.01360940828198147,0.01175943,0.013578576077793574,0.010976053
57,0.013532542704133017,0.01053038,0.01349271276338268,0.011439076
58,0.013462357579328304,0.010156422,0.01344030563638049,0.010795945
59,0.013440151030912806,0.011224568,0.01345196108899477,0.013152939
60,0.013428155728755239,0.011927684,0.01345489493791083,0.0146461455
61,0.013317674775784482,0.0099202385,0.013285253046263277,0.008766627
62,0.013294333935339134,0.011053895,0.01321093462140791,0.008571172
63,0.013257683930188635,0.01095118,0.01329476195350487,0.0119578
64,0.013174674495390393,0.009929747,0.013158552143574552,0.010814929
65,0.013180912326072068,0.011455521,0.013077573902628307,0.008283335
66,0.013074434477605387,0.009491812,0.013020626652185417,0.008068504
67,0.013032576103316136,0.00947298,0.013045205290006865,0.011257133
68,0.012996487123042801,0.009649303,0.012944729003156054,0.008173057
69,0.012981575048706449,0.010805718,0.012903687447823328,0.008534311
70,0.01288002517746039,0.008460479,0.012956677464180347,0.013056423
71,0.012972790650597074,0.012944006,0.01281390649906362,0.008218282
72,0.01286279709287191,0.010901016,0.012770671995272686,0.007988786
73,0.012755434064123921,0.00867079,0.012736499709736763,0.008596365
74,0.012714196746290245,0.008688356,0.01269774876080394,0.009307224
75,0.01268581851897978,0.008984214,0.012676558207809451,0.010227857
76,0.012655231209393747,0.009137812,0.012612410062622644,0.008919788
77,0.01258553473213198,0.008173485,0.012569029351068902,0.008836786
78,0.012558236589911813,0.008704308,0.01257094264089745,0.009115443
79,0.012555349454610886,0.010114185,0.012481568064985288,0.008324232
80,0.012477195787622146,0.008617627,0.01246908437510068,0.008216674
81,0.012428175917617773,0.008138409,0.012429912401664637,0.009329946
82,0.012523112343333002,0.012366385,0.012368172162585454,0.0075289565
83,0.012366418910156428,0.008810418,0.012320978611470534,0.007837119
84,0.012328420703733713,0.008722897,0.012284513234360939,0.007194252
85,0.012370845846365828,0.009797819,0.012229172428896953,0.0063561974
86,0.012252812556976965,0.008515094,0.012227828434078067,0.007445189
87,0.0122249794111439,0.008832598,0.012164440482795554,0.006651464
88,0.012165319341831578,0.008129426,0.012140164255542528,0.008077603
89,0.012139151820259854,0.008462871,0.012131253398203881,0.008925153
90,0.012087512869172229,0.0076346225,0.012054300834906512,0.0067733414
91,0.012090988899007966,0.008724789,0.012214199311300045,0.01150329
92,0.012030137386805044,0.00789082,0.01198591486321125,0.0068734908
93,0.012004923829542385,0.008459251,0.01195209077374135,0.0065309177
94,0.011949838355371972,0.007773845,0.011911991583455147,0.0065450645
95,0.01190297897590333,0.007112941,0.011877904962303626,0.006867799
96,0.011867295640829953,0.0070354077,0.011843688996009707,0.006376445
97,0.011905588445093183,0.010028669,0.012144406422458846,0.017355444
98,0.01184922767120227,0.009132026,0.011779049043333658,0.0066301404
99,0.01178550899415435,0.007937287,0.011739760535998907,0.006191414
